================= Elementos Regalos ===================

Colección de ebooks para Kindle/Tablets/Celulares
Listado completo (Colección completa. Para ver el listado de la colección de 3000 ebooks ir al final del archivo)
Fecha: 23/02/2017
Total: 28.000 titulos (Actualizamos todas las semanas)
Consultas: elementosregalos@gmail.com

=======================================================

autor	titulo
Agatha Christie	Pasajero para Fráncfort
Agatha Christie	Asesinato en Bardsley Mews
Agatha Christie	Cinco cerditos
Agatha Christie	Cita con la muerte
Agatha Christie	Navidades trágicas
Agatha Christie	Después del funeral
Agatha Christie	Ocho casos de Poirot
Agatha Christie	Pleamares de la vida
Agatha Christie	El cuadro
Agatha Christie	Primeros casos de Poirot
Agatha Christie	El misterio de Pale Horse
Agatha Christie	Tragedia en tres actos
Agente Kasper	Superdólares
Agnès Ledig	Justo antes de la felicidad
Agnès Martin-Lugand	La gente feliz lee y toma café
Agnès Martin-Lugand	El atelier de los deseos
Agnette Friis	Una muerte imperceptible
Agota Kristof	La analfabeta
Agota Kristof	El gran cuaderno
Agota Kristof	La prueba
Agota Kristof	La tercera mentira
Agota Kristof	No importa
Agota Kristof	L’analfabeta
Agota Kristof	Trilogia de Claus i Lucas
Agust	Cartas de invierno
Agust	Torn de nit
Agust	Remor de serps
Agust	Al filo del agua
Agustí Calvet «Gaziel»	Meditaciones en el desierto (1946-1953)
Agustí Vehí	Quan la nit mata el dia
Agustín Bernaldo Palatchi	La alianza del converso
Agustín Bernaldo Palatchi	El gran engaño
Agustin de Azcuenaga	El Vestigio
Agustín de Foxá	Madrid de corte a checa
Agustín Faus	Montañas injustas
Agustín Fernández Mallo	Carne de píxel
Agustín Fernández Mallo	Limbo
Agustín Fernández Mallo	El hacedor (de Borges), Remake
Agustín Fernández Mallo	Nocilla Dream
Agustín Fernández Mallo	Nocilla Experience
Agustín Fernández Mallo	Nocilla Lab
Agustín Fonseca	El rompecocos
Agustín López Tobajas	Manifiesto contra el progreso
Agustín Martínez	Monteperdido
Agustín Sánchez Vidal	Esclava de nadie
Agustín Sánchez Vidal	La llave maestra
Agustín Sánchez Vidal	Nudo de sangre
Agustín Tejada	El indiano de Turruncún
Agustín Yáñez	Las vueltas del tiempo
Agustín Yáñez	Las tierras flacas
Agustín Yáñez	La tierra pródiga
Aharon Appelfeld	Historia de una vida
Aharon Appelfeld	Flores de sombra
Aharon Appelfeld	Katerina
Aharon Appelfeld	Badenheim 1939
Aharon Appelfeld	Vía férrea
Aharon Appelfeld	Tzili, la historia de una vida
Ahmet Ümit	La tumba negra
Ai Mi	Amor bajo el espino blanco
Aimee Bender	La insólita amargura del pastel de limón
Aimée Carter	Aprendiz de diosa
Aingeru Epaltza	Casta de bastardos
Aingeru Epaltza	Yo, que fui rey de Navarra
Ainhoa Escarti	La muchacha de la ventana
Aixa de la Cruz	De música ligera
Ajahn Sumedho	Las cuatro nobles verdades
Akif Pirinçci	Felidae
Akiyuki Nosaka	La tomba de les llumenetes. Les algues americanes
Akiyuki Nosaka	La tumba de las luciérnagas - Las algas americanas
Al-Tifasi	Esparcimiento de corazones
Alaa Al Aswany	El edificio Yacobián
Alain Badiou	Elogio del amor
Alain Badiou	El siglo
Alain Badiou	Heidegger. El nazismo, las mujeres, la filosofía
Alain Badiou	La Rep
Alain Badiou	La filosofía frente al comunismo
Alain Boureau	La papisa Juana
Alain de Benoist	Comunismo y nazismo
Alain Finkielkraut	La ingratitud
Alain Fournier	El gran Meaulnes
Alain Robbe-Grillet	La casa de citas
Alain-René Lesage	Historia de Gil Blas de Santillana
Alan Alexander Milne	Winny de Puh
Alan Alexander Milne	El misterio de la Casa Roja
Alan Alexander Milne	El Rincón de Puh
Alan Bennett	Dos historias nada decentes
Alan Bennett	La dama de la furgoneta
Alan Bennett	Una lectora nada común
Alan Bennett	The Uncommon Reader
Alan Bradley	Flavia de los extraños talentos
Alan Bradley	La muerte no es un juego de niños
Alan Bullock	Hitler y Stalin: vidas paralelas
Alan Burgess	El albergue de la sexta felicidad
Alan Comet	Ventosas de demencia
Alan Comet	Asesinato en Luna-Término
Alan Comet	La invasión de los electrófagos
Alan Comet	Desintegradores de carne
Alan Comet	La pesadilla de los bio-esquemas
Alan Comet	Los micro-robots de Saturno
Alan Comet	El despertar del pasado
Alan Comet	El robot del Dr. Freuding
Alan Dean Foster	Alien
Alan Dean Foster	Tragedia en el Dark Star
Alan Dean Foster	Alien
Alan Dean Foster	El ojo de la mente
Alan Dean Foster	La llegada de la tormenta
Alan E. Nourse	En la ratonera
Alan Furst	Reino de sombras
Alan Furst	El corresponsal
Alan Furst	Espías de los Balcanes
Alan Glynn	Sin límites
Alan Hollinghurst	El hijo del desconocido
Alan Hollinghurst	La línea de la belleza
Alan Hunter	Un assassinat, noi
Alan L. Rubin	Diabetes para dummies
Alan Le May	Centauros del desierto
Alan M. Turing	¿Puede pensar una máquina?
Alan McDermott	Justicia pública
Alan Moore	El lagarto hipotético
Alan Moore	La voz del fuego
Alan Moore	Voice of the Fire
Alan Parker	Charcos en el camino
Alan Pauls	El pasado
Alan Pauls	La vida descalzo
Alan Pauls	Noche en Opwijk
Alan Pauls	Historia del pelo
Alan Pauls	Historia del llanto
Alan Pauls	El pudor del pornógrafo
Alan Pauls	Historia del dinero
Alan Schom	La guerra del Pacífico
Alan Sillitoe	La soledad del corredor de fondo
Alan Sillitoe	Váyase, Guzmán
Alan Sillitoe	Sábado por la noche y domingo por la mañana
Alan Sokal	Imposturas intelectuales
Alan Spence	La tierra pura
Alan Watts	Salir de la trampa
Alan Watts	La cultura de la contracultura
Alan Watts	Esto es eso
Alan Watts	El camino del Zen
Alan Watts	La sabiduría de la inseguridad
Alan Watts	El camino del Tao
Alan Wykes	El sitio de Leningrado
Alasdair C. MacIntyre	Historia de la ética
Alasdair Gray	Lanark
Alastair Reynolds	Espacio revelación
Alastair Reynolds	Ciudad Abismo
Alastair Reynolds	El arca de la redención
Alastair Reynolds	El desfiladero de la absolución
Alastair Reynolds	El prefecto
Alastair Reynolds	Casa de soles
Alba Corpas	Me emborraché para olvidarte y ahora te veo doble
Alba Ferrer Franquesa	Escritura y tipografía
Alban Orsini	Mis whatsapp con Mamá
Alber Vázquez	Mediohombre
Alber Vázquez	Maremágnum
Albert Axell	Kamikazes
Albert Blasco i Peris	Catalunya-Espanya en desconnexió
Albert Boadella	Adiós Cataluña
Albert Camus	La peste
Albert Camus	El mito de Sísifo
Albert Camus	El extranjero
Albert Camus	La caída
Albert Camus	El hombre rebelde
Albert Camus	La pesta
Albert Camus	El primer hombre
Albert Camus	El exilio y el reino
Albert Camus	Calígula
Albert Camus	Los justos
Albert Camus	L
Albert Camus	Les justes
Albert Camus	Cartas a un amigo alemán
Albert Cañigueral Bagó	Vivir mejor con menos
Albert Casals	El mundo sobre ruedas
Albert Cohen	Bella del Señor
Albert Cohen	Solal
Albert Einstein	Mi visión del mundo
Albert Einstein	Mis creencias
Albert Einstein	Sobre la teoría de la relatividad especial y general
Albert Ellis	Usted puede ser feliz
Albert Espinosa	Si tú me dices ven lo dejo todo... pero dime ven
Albert Espinosa	Brújulas que buscan sonrisas perdidas
Albert Espinosa	Todo lo que podríamos haber sido tú y yo si no fuéramos tú y yo
Albert Espinosa	Si tu em dius vine ho deixo tot... però digue'm vine
Albert Espinosa	El mundo amarillo
Albert Espinosa	El món groc
Albert Espinosa	El mundo azul. Ama tu caos
Albert Frederick Mummery	Escaladas en los Alpes
Albert Gassull	Males arts
Albert Hofmann	Mundo interior Mundo exterior
Albert Hofmann	La historia del LSD
Albert Hourani	La historia de los 
Albert J. Nock	Nuestro enemigo, el Estado
Albert Jumilla	Gr
Albert Llimós	La dona que fugia de la boira
Albert O. Hirschman	Retóricas de la intransigencia
Albert S	Vae Victus
Albert Salvad	El punyal del sarra
Albert Salvad	La reina hongaresa
Albert Salvad	Parleu o mateu-me
Albert Salvad	L
Albert Salvad	L
Albert Salvadó	El puñal del sarraceno
Albert Sánchez Piñol	La piel fría
Albert Sánchez Piñol	Vae Victus
Albert Sánchez Piñol	La pell freda
Albert Sánchez Piñol	Pandora al Congo
Albert Sánchez Piñol	Victus
Albert Sánchez Piñol	Tretze tristos tràngols
Albert Sánchez Piñol	Victus
Albert Sánchez Piñol	Pandora en el Congo
Albert Soboul	La revolución francesa
Albert Speer	Memorias
Albert Villar	La b
Albert Villaró	Els ambaixadors
Alberto Barrera Tyszka	Patria o muerte
Alberto Barrera Tyszka	La enfermedad
Alberto Bevilacqua	El eros
Alberto Blest Gana	Martín Rivas
Alberto Canen	El Observador
Alberto Clemente de la Torre	Física cuántica para filo-sofos
Alberto Ferreras	B de Bella
Alberto Fuguet	Mala onda
Alberto Fuguet	Tinta roja
Alberto Gallego-Casilda Colino	La tumba de barro
Alberto Garzón Espinosa	La Tercera República
Alberto Garzón Espinosa	Esto tiene arreglo
Alberto Garzón Espinosa	La gran estafa
Alberto Jesús Bermúdez Ortiz	Zoombi
Alberto Jiménez Ure	Absurdos
Alberto Jiménez Ure	Dictados contrarrevolucionarios
Alberto Jiménez Ure	Escorias
Alberto Jiménez Ure	Decapitados
Alberto Laiseca	EL gusano máximo de la vida misma
Alberto Laiseca	Matando enanos a garrotazos
Alberto Laiseca	Aventuras de un novelista atonal
Alberto Laiseca	Los sorias
Alberto Laiseca	La mujer en la Muralla
Alberto Lattuada	Diario de un gran amador
Alberto Manguel	Con Borges
Alberto Marini	Mientras duermes
Alberto Méndez	Los girasoles ciegos
Alberto Meneses	Diario de un mundo sin futuro
Alberto Mor	La Ciudadela y la Monta
Alberto Mor	T
Alberto Moravia	La vida interior
Alberto Moravia	El conformista
Alberto Moravia	El desprecio
Alberto Moravia	La romana
Alberto Moravia	La campesina
Alberto Moravia	El hombre que mira
Alberto Moravia	La cosa y otros cuentos
Alberto Moravia	La mujer leopardo
Alberto Moravia	Los indiferentes
Alberto Mussa	La casa dels intercanvis
Alberto Rabadá Sender	La vía soñada. Los diarios de Rabadá y Navarro
Alberto Reig Tapia	Violencia y terror
Alberto Reig Tapia	La cruzada de 1936
Alberto Reig Tapia	Anti-Moa
Alberto Savinio	Toda la vida y otros cuentos
Alberto V	El 
Alberto V	Delfines
Alberto V	Siete vidas y media
Alberto V	El se
Alberto V	El le
Alberto V	Palmira
Alberto V	La brasa
Alberto V	La llama
Alberto V	Sultana roja
Alberto V	Sha
Alberto V	Olvidar Machu-Picchu
Alberto V	El anillo verde
Alberto V	Un mundo mejor
Alberto V	La puerta del pac
Alberto V	Todos somos culpables
Alberto V	La ordal
Alberto V	Marfil
Alberto V	El mar de Jade
Alberto V	El fuego
Alberto V	La muerte
Alberto V	La barbarie
Alberto V	El humo
Alberto V	Las cenizas
Alberto V	Saud, el Leopardo
Alberto V	Viaje al fin del mundo: GALAPAGOS
Alberto Vázquez-Figueroa	La bella bestia
Alberto Vázquez-Figueroa	La ruta de Orellana
Alberto Vázquez-Figueroa	Centauros
Alberto Vázquez-Figueroa	Medusa
Alberto Vázquez-Figueroa	El agua prometida
Alberto Vázquez-Figueroa	Manaos
Alberto Vázquez-Figueroa	Caribes
Alberto Vázquez-Figueroa	Anaconda
Alberto Vázquez-Figueroa	El Inca
Alberto Vázquez-Figueroa	Ébano
Alberto Vázquez-Figueroa	Tiempo de conquistadores
Alberto Vázquez-Figueroa	Cienfuegos
Alberto Vázquez-Figueroa	Océano
Alberto Vázquez-Figueroa	Al sur del Caribe
Alberto Vázquez-Figueroa	Azabache
Alberto Vázquez-Figueroa	Montenegro
Alberto Vázquez-Figueroa	Brazofuerte
Alberto Vázquez-Figueroa	Xaraguá
Alberto Vázquez-Figueroa	Tierra de bisontes
Alberto Vázquez-Figueroa	Viracocha
Alberto Vázquez-Figueroa	A la deriva
Alberto Vázquez-Figueroa	Vendaval
Alberto Vázquez-Figueroa	Yáiza
Alberto Vázquez-Figueroa	Maradentro
Alberto Vázquez-Figueroa	Nuevos dioses
Alberto Vázquez-Figueroa	Bímini
Alberto Vázquez-Figueroa	Irina Dogonovic
Alberto Vázquez-Figueroa	¡Panamá, Panamá!
Alberto Vázquez-Figueroa	Kalashnikov
Alberto Vázquez-Figueroa	El mar en llamas
Alberto Vázquez-Figueroa	Crimen contra la humanidad
Alberto Vázquez-Figueroa	Hambre
Alberto Vázquez-Figueroa	Matar a Gadafi
Alberto Vázquez-Figueroa	El perro
Alberto Vázquez-Figueroa	Coltán
Alberto Vázquez-Figueroa	Ciudadano MAX...
Alberto Vázquez-Figueroa	Por mil millones de dólares
Alberto Vázquez-Figueroa	Fuerteventura
Alberto Vázquez-Figueroa	Codicia
Alberto Vázquez-Figueroa	Tuareg
Alberto Vázquez-Figueroa	Ícaro
Alberto Vázquez-Figueroa	El último tuareg
Alberto Vázquez-Figueroa	Arena y viento
Alberto Vázquez-Figueroa	Sicario
Alberto Vázquez-Figueroa	Bora Bora
Alberto Vázquez-Figueroa	Alí en el país de las maravillas
Alberto Vázquez-Figueroa	La Iguana
Alberto Vázquez-Figueroa	Vivir del viento
Alberto Vázquez-Figueroa	Bajo siete mares
Alberto Vázquez-Figueroa	África llora
Alberto Vázquez-Figueroa	Negreros
Alberto Vázquez-Figueroa	Garoé
Alberto Vázquez-Figueroa	Piratas
Alberto Vázquez-Figueroa	León Bocanegra
Alberto Vázquez-Figueroa	Los ojos del tuareg
Alberto Zurr	Historia ins
Alberto Zurr	Historia ins
Albino Luciani	Ilustrísimos señores
Alden Bell	La ira de los ángeles
Aldo Coca	Cuentos inenarrables
Aldous Huxley	Mono y esencia
Aldous Huxley	Viejo muere el cisne
Aldous Huxley	Sobre la divinidad
Aldous Huxley	El joven Arquímedes
Aldous Huxley	Moksha
Aldous Huxley	La isla
Aldous Huxley	La sonrisa de la Gioconda
Aldous Huxley	Los demonios de Loudun
Aldous Huxley	Brave New World
Aldous Huxley	Las cárceles de Piranesi
Aldous Huxley	La filosofía perenne
Aldous Huxley	Las puertas de la percepción - Cielo e infierno
Aldous Huxley	Música en la noche
Aldous Huxley	Literatura y ciencia
Aldous Huxley	El genio y la diosa
Aldous Huxley	Contrapunto
Aldous Huxley	Nueva visita a un mundo feliz
Aldous Huxley	Un mundo feliz
Aldous Huxley	Un món feliç
Aldous Huxley	Los escándalos de Crome
Aleister Crowley	El libro de la ley
Aleister Crowley	El testamento de Magdalen Blair
Alejandra Balsa	Promesas incumplidas
Alejandra Pizarnik	Cartas
Alejandra Pizarnik	Extracción de la piedra de locura
Alejandra Pizarnik	Diarios
Alejandra Pizarnik	Poesía completa
Alejandra Pizarnik	La condesa sangrienta
Alejandra Vallejo-Nágera	Locos de la Historia
Alejandro Amenábar	Los otros
Alejandro Arís	Los cuadros del anatomista
Alejandro Arnaldos	Marc, el último terricola: La furia de Dackhara
Alejandro Blanco	Los jinetes del águila
Alejandro Casona	Los árboles mueren de pie
Alejandro Casona	Flor de leyendas
Alejandro Casona	Corona de amor y muerte
Alejandro Casona	La barca sin pescador
Alejandro Casona	La sirena varada
Alejandro Casona	Prohibido suicidarse en primavera
Alejandro Casona	La dama del alba
Alejandro Castroguer	El manantial
Alejandro Chafuen	Raíces cristianas de la economía de libre mercado
Alejandro Crespo	150 videojuegos a los que tienes que jugar al menos una vez en la vida
Alejandro De-Bernardi	La isla del tesoro Z
Alejandro Dolina	Cartas marcadas
Alejandro Dolina	Bar del Infierno
Alejandro Fabbri	Nuevas historias negras del fútbol argentino
Alejandro Fabbri	Historias negras del fútbol argentino
Alejandro Fernández Pombo	El día que se cayó Brosca
Alejandro Gándara	Ciegas esperanzas
Alejandro Gándara	Punto de fuga
Alejandro Guillermo Roemmers	El regreso del joven príncipe
Alejandro Hernández	Caníbal
Alejandro Lois	Frontera final (colección completa)
Alejandro M. Gallo	Operación Exterminio
Alejandro M. Gallo	Una mina llamada Infierno
Alejandro M. Gallo	Asesinato en el Kremlin
Alejandro M. Gallo	Caballeros de la muerte
Alejandro M. Gallo	La última fosa
Alejandro M. Gallo	Oración sangrienta en Vallekas
Alejandro M. Gallo	Morir bajo dos banderas
Alejandro M. Gallo	Asesinato de un trotskista
Alejandro M. Gallo	Seis meses con el comisario Gorgonio
Alejandro Muñoz-Alonso	La Rusia de los Zares
Alejandro Negueruela	La balada del sofá
Alejandro Núñez Alonso	El lazo de púrpura
Alejandro Núñez Alonso	Estrella solitaria
Alejandro Páez Varela	Corazón de Kaláshnikov
Alejandro Palomas	Un perro
Alejandro Palomas	Una madre
Alejandro Palomas	El tiempo que nos une
Alejandro Palomas	El alma del mundo
Alejandro Parisi	La niña y su doble
Alejandro Paternain	Los fuegos del Sacramento
Alejandro Paternain	La cacería
Alejandro Sawa	La mujer de todo el mundo
Alejandro Sawa	Iluminaciones en la sombra
Alejandro Sawa	Criadero de curas
Alejandro Suárez Sánchez-Ocaña	Desnudando a Google
Alejandro Zambra	Bonsái
Alejandro Zambra	La vida privada de los árboles
Alejandro Zambra	Mis documentos
Alejandro Zambra	Formas de volver a casa
Alejo Carpentier	El recurso del método
Alejo Carpentier	Los pasos perdidos
Alejo Carpentier	El reino de este mundo
Alejo Carpentier	Concierto barroco
Alejo Carpentier	El siglo de las luces
Alejo Carpentier	La consagración de la primavera
Aleksandar Ti	El uso del hombre
Aleksandar Ti	A las que amamos
Aleksandr Beliáyev	La estrella Ketz
Aleksandr Beliáyev	La cabeza del profesor Dowell
Aleksandr Bogdánov	Estrella roja
Aleksandr Nikoláyevich Afanásiev	Cuentos populares rusos
Aleksandr Pushkin	La filla del capità
Aleksandr Pushkin	Borís Godunov
Aleksandr Pushkin	Eugenio Oneguin
Aleksandr Pushkin	La hija del capitán
Aleksandr Pushkin	Ruslán y Liudmila
Aleksandr Pushkin	Narraciones completas
Aleksandr Pushkin	Diario secreto 1836-1837
Aleksandr Pushkin	Dubrovsky
Aleksandr Solzhenitsyn	Nunca cometemos errores
Aleksandr Solzhenitsyn	Archipiélago Gulag
Aleksandr Solzhenitsyn	Agosto 1914
Aleksandr Solzhenitsyn	Un día en la vida de Iván Denísovich
Aleksandr Solzhenitsyn	Pabellón de cáncer
Aleksandr Solzhenitsyn	Cuentos en miniatura
Aleksandr Solzhenitsyn	El primer círculo
Aleksandra Kollontai	La bolchevique enamorada
Alekseï Konstantinovich Tolstoï	El vampiro - La familia del Vurdalak
Alekséi Nikoláyevich Tolstói	La expedición a Marte
Aleksis Kivi	Los siete hermanos
Alessandra Neymar	Mírame y dispara
Alessandra Neymar	Colapso
Alessandra Neymar	Traición
Alessandra Neymar	Desafío
Alessandro Baricco	Seda
Alessandro Baricco	Océano mar
Alessandro Baricco	Novecento
Alessandro Baricco	El alma de Hegel y las vacas de Wisconsin
Alessandro Baricco	City
Alessandro Baricco	Esta historia
Alessandro Baricco	Tres veces al amanecer
Alessandro Baricco	Mr Gwyn
Alessandro Baricco	Homero, Ilíada
Alessandro Baricco	Emaús
Alessandro Baricco	Tierras de cristal
Alessandro Baricco	Seda (ilustrado)
Alessandro Baricco	Oceano mare
Alessandro Baricco	Sin sangre
Alessandro D’Avenia	Bianca come il latte rossa come il sangue
Alessandro D’Avenia	Blanca como la nieve, roja como la sangre
Alessandro Manzoni	Els promesos
Alessandro Manzoni	Los novios
Alessandro Manzoni	Los novios (trad. Itziar Hernández Rodilla)
Alessandro Manzoni	Historia de la columna infame
Alessandro Mari	Tan humana esperanza
Alessia Gazzola	La alumna
Alessio Puleo	Escucharás mi corazón
Alex Barclay	La casa oscura
Alex Colins	El Bosque del Horror
Álex de la Iglesia	Recuérdame que te odie
Álex de la Iglesia	Payasos en la lavadora
Alex Flinn	Beastly
Alex Flinn	La bestia
Alex Fraser	Lugares oscuros
Alex Garland	La playa
Alex George	El sonido de la vida
Alex Gino	George
Álex Grijelmo	El genio del idioma
Alex Haley	Raíces
Alex Irvine	John Winchester’s Journal
Alex Irvine	Iron Man
Alex Mesoudi	Cultural Evolution
Álex Rei	Abriendo puertas
Álex Rovira	La Buena Suerte
Alex Stone	Engañar a Houdini
Alexander A. Vasiliev	Historia del Imperio Bizantino. Tomo I
Alexander A. Vasiliev	Historia del Imperio Bizantino. Tomo II
Alexander Abramov	Viaje por tres mundos
Alexander Abramov	Jinetes del mundo incógnito
Alexander Cole	Coloso
Alexander Copperwhite	El templo de los mil cristales
Alexander Copperwhite	Antigio
Alexander Hawks	Requiem
Alexander Hawks	Overture
Alexander Hawks	Aria
Alexander Kent	The Only Victor
Alexander Kent	Honour This Day
